63.258, 25.924, 120
63.596, 26.635, 120
63.934, 27.346, 120
64.268, 28.059, 120
64.601, 28.772, 120
64.930, 29.488, 120
65.257, 30.204, 120
65.581, 30.922, 120
65.899, 31.642, 120
66.213, 32.364, 120
66.523, 33.088, 120
66.825, 33.815, 120
67.119, 34.546, 120
67.403, 35.280, 120
67.673, 36.020, 120
67.926, 36.765, 120
68.148, 37.521, 120
68.325, 38.288, 120
68.381, 39.071, 120
67.967, 39.650, 120
67.223, 39.427, 120
66.559, 39.005, 120
65.933, 38.527, 120
65.331, 38.020, 120
64.742, 37.497, 120
64.164, 36.963, 120
63.593, 36.420, 120
63.027, 35.873, 120
62.466, 35.321, 120
61.907, 34.765, 120
61.352, 34.208, 120
60.798, 33.648, 120
60.245, 33.087, 120
59.694, 32.525, 120
59.143, 31.963, 120
58.592, 31.400, 120
58.041, 30.837, 120
57.491, 30.274, 120
56.939, 29.712, 120
56.388, 29.150, 120
55.835, 28.589, 120
55.282, 28.029, 120
54.727, 27.470, 120
54.171, 26.913, 120
53.613, 26.357, 120
53.054, 25.802, 120
52.493, 25.250, 120
51.930, 24.700, 120
51.365, 24.151, 120
50.798, 23.605, 120
50.228, 23.061, 120
49.656, 22.521, 120
49.080, 21.983, 120
48.502, 21.449, 120
47.921, 20.918, 120
47.335, 20.391, 120
46.746, 19.869, 120
46.153, 19.351, 120
45.557, 18.837, 120
44.955, 18.329, 120
44.348, 17.828, 120
43.735, 17.333, 120
43.118, 16.844, 120
42.494, 16.364, 120
41.864, 15.892, 120
41.226, 15.430, 120
40.580, 14.980, 120
39.926, 14.542, 120
39.262, 14.118, 120
38.589, 13.710, 120
37.905, 13.320, 120
37.209, 12.952, 120
36.500, 12.610, 120
35.777, 12.298, 120
35.040, 12.022, 120
34.287, 11.793, 120
33.518, 11.623, 120
32.738, 11.520, 120
31.952, 11.502, 120
31.170, 11.594, 120
30.412, 11.800, 120
29.704, 12.141, 120
29.060, 12.592, 120
28.504, 13.148, 120
28.024, 13.771, 120
27.618, 14.445, 120
27.284, 15.158, 120
27.004, 15.894, 120
26.771, 16.646, 120
26.576, 17.409, 120
26.421, 18.180, 120
26.294, 18.957, 120
26.192, 19.738, 120
26.108, 20.521, 120
26.049, 21.306, 120
26.007, 22.093, 120
25.977, 22.879, 120
25.966, 23.667, 120
25.884, 24.446, 120
25.670, 25.203, 120
25.387, 25.938, 120
25.046, 26.647, 120
24.654, 27.330, 120
24.220, 27.987, 120
23.751, 28.619, 120
23.251, 29.227, 120
22.725, 29.813, 120
22.178, 30.379, 120
21.613, 30.927, 120
21.031, 31.458, 120
20.437, 31.976, 120
19.832, 32.479, 120
19.217, 32.970, 120
18.594, 33.452, 120
17.963, 33.923, 120
17.327, 34.387, 120
16.686, 34.844, 120
16.041, 35.296, 120
15.393, 35.743, 120
14.743, 36.188, 120
14.092, 36.630, 120
13.441, 37.073, 120
12.791, 37.518, 120
12.144, 37.967, 120
11.502, 38.422, 120
10.867, 38.888, 120
10.244, 39.370, 120
9.640, 39.875, 120
9.067, 40.415, 120
8.555, 41.012, 120
8.179, 41.700, 120
8.152, 42.473, 120
8.599, 43.109, 120
9.254, 43.543, 120
9.973, 43.861, 120
10.720, 44.111, 120
11.481, 44.314, 120
12.249, 44.487, 120
13.022, 44.637, 120
13.798, 44.769, 120
14.577, 44.885, 120
15.357, 44.990, 120
16.139, 45.085, 120
16.921, 45.172, 120
17.705, 45.251, 120
18.489, 45.324, 120
19.273, 45.391, 120
20.058, 45.453, 120
20.843, 45.511, 120
21.629, 45.564, 120
22.415, 45.614, 120
23.201, 45.661, 120
23.987, 45.704, 120
24.773, 45.745, 120
25.560, 45.783, 120
26.346, 45.819, 120
27.133, 45.852, 120
26.993, 46.052, 120
26.268, 46.359, 120
25.543, 46.668, 120
24.821, 46.981, 120
24.100, 47.298, 120
23.382, 47.621, 120
22.668, 47.953, 120
21.961, 48.300, 120
21.269, 48.676, 120
20.641, 49.144, 120
21.146, 49.482, 120
21.933, 49.477, 120
22.719, 49.426, 120
23.504, 49.357, 120
24.287, 49.278, 120
25.070, 49.194, 120
25.853, 49.108, 120
26.635, 49.020, 120
27.418, 48.933, 120
28.200, 48.846, 120
28.983, 48.761, 120
29.766, 48.676, 120
30.549, 48.594, 120
31.332, 48.515, 120
32.116, 48.438, 120
32.900, 48.364, 120
33.684, 48.293, 120
34.469, 48.226, 120
35.254, 48.161, 120
36.039, 48.101, 120
36.824, 48.044, 120
37.609, 47.991, 120
38.395, 47.943, 120
39.181, 47.898, 120
39.968, 47.858, 120
40.754, 47.823, 120
41.541, 47.792, 120
42.328, 47.767, 120
43.115, 47.746, 120
43.903, 47.731, 120
44.690, 47.722, 120
45.478, 47.718, 120
46.265, 47.720, 120
47.052, 47.728, 120
47.839, 47.743, 120
48.626, 47.764, 120
49.413, 47.791, 120
50.200, 47.826, 120
50.986, 47.868, 120
51.772, 47.918, 120
52.557, 47.976, 120
53.342, 48.041, 120
54.126, 48.115, 120
54.909, 48.198, 120
55.691, 48.291, 120
56.472, 48.392, 120
57.251, 48.503, 120
58.029, 48.624, 120
58.806, 48.756, 120
59.580, 48.899, 120
60.352, 49.054, 120
61.781, 49.373, 120
61.781, 49.373, 0
endData
